伝票番号,購入日時,店舗,顧客ID,商品カテゴリ,商品名,単価,数量,合計購入金額,決済方法
INV-10178,2025-08-19,東京本店,C-219,生鮮食品,季節のフルーツ盛,2303,1,2303,電子マネー
INV-16608,2025-08-19,さいたま店,C-159,生鮮食品,季節のフルーツ盛,2092,3,6276,クレジットカード
INV-18101,2025-08-19,千葉店,C-069,家庭用品,LED電球,3631,1,3631,クレジットカード
INV-19829,2025-08-19,ECサイト,C-115,日用雑貨,高機能マスク,1232,1,1232,現金
INV-14835,2025-08-19,東京本店,C-046,日用雑貨,キッチンペーパー,1302,1,1302,現金
INV-14930,2025-08-19,横浜店,C-239,家庭用品,セラミックフライパン,3338,1,3338,QR決済
INV-18755,2025-08-19,さいたま店,C-120,家庭用品,セラミックフライパン,6458,5,32290,電子マネー
INV-16521,2025-08-19,東京本店,C-203,加工食品,特製ドレッシング,489,1,489,電子マネー
INV-12565,2025-08-19,東京本店,C-242,家庭用品,セラミックフライパン,6703,1,6703,現金
INV-17162,2025-08-19,東京本店,C-279,飲料・酒類,高級赤ワイン,3796,1,3796,現金
INV-15816,2025-08-19,横浜店,C-136,日用雑貨,抗菌洗剤セット,447,3,1341,クレジットカード
INV-11215,2025-08-19,横浜店,C-038,飲料・酒類,クラフトビール6缶パック,3524,2,7048,QR決済
INV-11684,2025-08-19,さいたま店,C-255,飲料・酒類,ミネラルウォーター,1322,1,1322,電子マネー
INV-16738,2025-08-19,千葉店,C-006,日用雑貨,高機能マスク,1105,3,3315,電子マネー
INV-10611,2025-08-19,千葉店,C-271,飲料・酒類,クラフトビール6缶パック,739,2,1478,電子マネー
INV-11316,2025-08-19,東京本店,C-031,生鮮食品,季節のフルーツ盛,2585,1,2585,QR決済
INV-16700,2025-08-19,横浜店,C-098,飲料・酒類,高級赤ワイン,3682,1,3682,電子マネー
INV-18579,2025-08-19,ECサイト,C-002,日用雑貨,抗菌洗剤セット,1326,1,1326,クレジットカード
INV-17288,2025-08-19,ECサイト,C-047,生鮮食品,季節のフルーツ盛,2208,1,2208,電子マネー
INV-17367,2025-08-19,千葉店,C-038,日用雑貨,キッチンペーパー,854,4,3416,現金
INV-14126,2025-08-19,東京本店,C-257,生鮮食品,朝採れ野菜セット,2225,3,6675,クレジットカード
INV-15289,2025-08-19,横浜店,C-016,飲料・酒類,高級赤ワイン,2778,5,13890,クレジットカード
INV-16189,2025-08-19,横浜店,C-014,日用雑貨,キッチンペーパー,1356,3,4068,クレジットカード
INV-12777,2025-08-20,横浜店,C-167,飲料・酒類,ミネラルウォーター,2230,1,2230,QR決済
INV-13506,2025-08-20,ECサイト,C-181,家庭用品,電動歯ブラシ,2469,2,4938,QR決済
INV-15696,2025-08-20,横浜店,C-043,日用雑貨,高機能マスク,1012,1,1012,現金
INV-18533,2025-08-20,東京本店,C-258,飲料・酒類,ミネラルウォーター,3105,1,3105,クレジットカード
INV-10934,2025-08-20,東京本店,C-049,日用雑貨,キッチンペーパー,933,1,933,電子マネー
INV-16141,2025-08-20,東京本店,C-025,日用雑貨,キッチンペーパー,736,1,736,QR決済
INV-19090,2025-08-20,東京本店,C-048,家庭用品,電動歯ブラシ,2467,1,2467,電子マネー
INV-10749,2025-08-20,ECサイト,C-093,加工食品,特製ドレッシング,436,2,872,QR決済
INV-12032,2025-08-20,千葉店,C-168,日用雑貨,キッチンペーパー,1379,2,2758,QR決済
INV-13728,2025-08-20,さいたま店,C-086,飲料・酒類,ミネラルウォーター,3361,1,3361,クレジットカード
INV-11826,2025-08-20,ECサイト,C-206,加工食品,特製ドレッシング,366,4,1464,現金
INV-13336,2025-08-20,横浜店,C-229,家庭用品,LED電球,5170,4,20680,電子マネー
INV-16170,2025-08-20,ECサイト,C-205,生鮮食品,朝採れ野菜セット,1841,3,5523,クレジットカード
INV-15669,2025-08-20,横浜店,C-282,加工食品,レトルトカレー,529,2,1058,現金
INV-10437,2025-08-20,東京本店,C-277,飲料・酒類,高級赤ワイン,4863,1,4863,QR決済
INV-16805,2025-08-20,横浜店,C-111,日用雑貨,キッチンペーパー,1391,3,4173,QR決済
INV-17230,2025-08-20,千葉店,C-051,生鮮食品,季節のフルーツ盛,2568,3,7704,現金
INV-16950,2025-08-20,千葉店,C-162,家庭用品,セラミックフライパン,2705,1,2705,QR決済
INV-11772,2025-08-20,千葉店,C-071,家庭用品,セラミックフライパン,4450,1,4450,クレジットカード
INV-13386,2025-08-20,さいたま店,C-189,日用雑貨,キッチンペーパー,1377,2,2754,電子マネー
INV-13645,2025-08-20,千葉店,C-083,日用雑貨,抗菌洗剤セット,661,1,661,現金
INV-17828,2025-08-20,横浜店,C-247,日用雑貨,抗菌洗剤セット,1215,1,1215,QR決済
INV-14750,2025-08-21,横浜店,C-257,日用雑貨,高機能マスク,403,4,1612,電子マネー
INV-16928,2025-08-21,東京本店,C-060,日用雑貨,抗菌洗剤セット,466,2,932,クレジットカード
INV-13857,2025-08-21,さいたま店,C-230,飲料・酒類,高級赤ワイン,3177,3,9531,電子マネー
INV-12461,2025-08-21,ECサイト,C-267,生鮮食品,国産牛サーロイン,2261,2,4522,QR決済
INV-14440,2025-08-21,千葉店,C-047,加工食品,パスタソース,732,5,3660,QR決済
INV-10908,2025-08-21,さいたま店,C-086,飲料・酒類,高級赤ワイン,1499,1,1499,現金
INV-15022,2025-08-21,東京本店,C-228,生鮮食品,朝採れ野菜セット,1872,1,1872,QR決済
INV-19013,2025-08-21,千葉店,C-161,加工食品,パスタソース,795,1,795,クレジットカード
INV-14613,2025-08-21,横浜店,C-191,家庭用品,セラミックフライパン,6691,1,6691,現金
INV-17492,2025-08-21,千葉店,C-185,生鮮食品,国産牛サーロイン,2301,1,2301,QR決済
INV-17570,2025-08-21,横浜店,C-251,日用雑貨,抗菌洗剤セット,521,1,521,電子マネー
INV-18365,2025-08-21,千葉店,C-032,生鮮食品,季節のフルーツ盛,2253,2,4506,現金
INV-13596,2025-08-21,横浜店,C-060,加工食品,特製ドレッシング,715,3,2145,QR決済
INV-17731,2025-08-21,さいたま店,C-082,日用雑貨,高機能マスク,1269,2,2538,現金
INV-19723,2025-08-21,ECサイト,C-115,家庭用品,セラミックフライパン,6838,3,20514,電子マネー
INV-14174,2025-08-21,千葉店,C-083,日用雑貨,抗菌洗剤セット,1485,2,2970,QR決済
INV-11310,2025-08-21,千葉店,C-232,飲料・酒類,高級赤ワイン,3044,1,3044,QR決済
INV-19924,2025-08-21,さいたま店,C-036,家庭用品,電動歯ブラシ,6398,2,12796,QR決済
INV-14870,2025-08-21,ECサイト,C-131,生鮮食品,季節のフルーツ盛,2999,2,5998,電子マネー
INV-14702,2025-08-21,ECサイト,C-002,家庭用品,電動歯ブラシ,6990,1,6990,QR決済
INV-18569,2025-08-21,横浜店,C-019,加工食品,特製ドレッシング,559,2,1118,現金
INV-12376,2025-08-21,東京本店,C-141,加工食品,パスタソース,493,3,1479,クレジットカード
INV-10935,2025-08-21,東京本店,C-211,日用雑貨,抗菌洗剤セット,1326,1,1326,クレジットカード
INV-15510,2025-08-21,ECサイト,C-245,家庭用品,LED電球,2263,1,2263,現金
INV-13058,2025-08-21,ECサイト,C-300,飲料・酒類,クラフトビール6缶パック,1138,2,2276,クレジットカード
INV-15396,2025-08-22,ECサイト,C-124,飲料・酒類,ミネラルウォーター,1099,5,5495,電子マネー
INV-10597,2025-08-22,東京本店,C-274,日用雑貨,抗菌洗剤セット,1351,2,2702,現金
INV-19364,2025-08-22,ECサイト,C-174,日用雑貨,抗菌洗剤セット,664,1,664,電子マネー
INV-12403,2025-08-22,横浜店,C-055,飲料・酒類,高級赤ワイン,1952,4,7808,電子マネー
INV-10628,2025-08-22,さいたま店,C-204,生鮮食品,季節のフルーツ盛,1582,1,1582,クレジットカード
INV-11930,2025-08-22,千葉店,C-268,飲料・酒類,クラフトビール6缶パック,1992,4,7968,QR決済
INV-12066,2025-08-22,ECサイト,C-292,日用雑貨,キッチンペーパー,811,1,811,クレジットカード
INV-11004,2025-08-22,ECサイト,C-034,生鮮食品,朝採れ野菜セット,1238,1,1238,現金
INV-15148,2025-08-22,ECサイト,C-073,日用雑貨,抗菌洗剤セット,573,1,573,QR決済
INV-16038,2025-08-22,さいたま店,C-247,飲料・酒類,クラフトビール6缶パック,682,1,682,QR決済
INV-16485,2025-08-22,さいたま店,C-128,家庭用品,セラミックフライパン,3898,1,3898,現金
INV-13487,2025-08-22,ECサイト,C-073,加工食品,レトルトカレー,327,2,654,電子マネー
INV-14196,2025-08-22,東京本店,C-228,日用雑貨,高機能マスク,858,4,3432,現金
INV-10732,2025-08-22,さいたま店,C-216,生鮮食品,朝採れ野菜セット,2823,2,5646,電子マネー
INV-16069,2025-08-22,横浜店,C-178,日用雑貨,キッチンペーパー,852,1,852,電子マネー
INV-12869,2025-08-22,ECサイト,C-166,家庭用品,電動歯ブラシ,6760,1,6760,QR決済
INV-15264,2025-08-22,ECサイト,C-229,日用雑貨,キッチンペーパー,548,1,548,QR決済
INV-15580,2025-08-22,ECサイト,C-298,生鮮食品,季節のフルーツ盛,1654,1,1654,電子マネー
INV-14432,2025-08-22,千葉店,C-097,加工食品,特製ドレッシング,793,1,793,電子マネー
INV-18308,2025-08-22,横浜店,C-154,加工食品,特製ドレッシング,528,1,528,QR決済
INV-16355,2025-08-22,ECサイト,C-282,加工食品,特製ドレッシング,319,1,319,現金
INV-13834,2025-08-22,千葉店,C-051,家庭用品,LED電球,4162,1,4162,クレジットカード
INV-17814,2025-08-22,横浜店,C-041,飲料・酒類,クラフトビール6缶パック,3719,1,3719,クレジットカード
INV-15864,2025-08-22,千葉店,C-217,生鮮食品,季節のフルーツ盛,1933,2,3866,現金
INV-11188,2025-08-22,さいたま店,C-064,家庭用品,セラミックフライパン,7173,1,7173,クレジットカード
INV-15639,2025-08-23,千葉店,C-274,加工食品,特製ドレッシング,690,4,2760,QR決済
INV-10783,2025-08-23,千葉店,C-069,家庭用品,セラミックフライパン,5414,1,5414,電子マネー
INV-10817,2025-08-23,さいたま店,C-120,家庭用品,LED電球,6949,1,6949,クレジットカード
INV-10710,2025-08-23,東京本店,C-240,生鮮食品,季節のフルーツ盛,1621,2,3242,現金
INV-12884,2025-08-23,ECサイト,C-099,日用雑貨,抗菌洗剤セット,587,1,587,QR決済
INV-11584,2025-08-23,さいたま店,C-009,加工食品,パスタソース,622,1,622,QR決済
INV-15313,2025-08-23,ECサイト,C-087,家庭用品,電動歯ブラシ,3115,2,6230,電子マネー
INV-14525,2025-08-23,東京本店,C-212,生鮮食品,朝採れ野菜セット,1367,1,1367,QR決済
INV-15892,2025-08-23,さいたま店,C-017,加工食品,パスタソース,791,3,2373,QR決済
INV-16810,2025-08-23,さいたま店,C-002,家庭用品,LED電球,6357,1,6357,クレジットカード
INV-19051,2025-08-23,横浜店,C-091,生鮮食品,朝採れ野菜セット,2238,2,4476,電子マネー
INV-16967,2025-08-23,横浜店,C-210,日用雑貨,キッチンペーパー,1401,2,2802,現金
INV-12487,2025-08-23,さいたま店,C-045,加工食品,特製ドレッシング,511,1,511,現金
INV-19928,2025-08-23,横浜店,C-142,生鮮食品,朝採れ野菜セット,1318,1,1318,電子マネー
INV-14559,2025-08-23,千葉店,C-166,加工食品,パスタソース,689,2,1378,QR決済
INV-13486,2025-08-23,ECサイト,C-215,加工食品,パスタソース,734,1,734,QR決済
INV-19708,2025-08-24,ECサイト,C-290,日用雑貨,高機能マスク,775,1,775,クレジットカード
INV-18909,2025-08-24,ECサイト,C-046,日用雑貨,抗菌洗剤セット,1471,1,1471,現金
INV-10619,2025-08-24,さいたま店,C-059,家庭用品,LED電球,7313,1,7313,クレジットカード
INV-15688,2025-08-24,ECサイト,C-248,生鮮食品,朝採れ野菜セット,2749,1,2749,電子マネー
INV-17465,2025-08-24,東京本店,C-073,生鮮食品,季節のフルーツ盛,1579,3,4737,クレジットカード
INV-13021,2025-08-24,ECサイト,C-201,家庭用品,LED電球,2144,3,6432,現金
INV-10493,2025-08-24,ECサイト,C-125,飲料・酒類,ミネラルウォーター,1215,1,1215,電子マネー
INV-10954,2025-08-24,ECサイト,C-050,家庭用品,電動歯ブラシ,6008,1,6008,電子マネー
INV-16450,2025-08-24,さいたま店,C-186,生鮮食品,朝採れ野菜セット,1837,1,1837,クレジットカード
INV-13925,2025-08-24,横浜店,C-204,生鮮食品,国産牛サーロイン,2759,1,2759,電子マネー
INV-17623,2025-08-24,ECサイト,C-091,日用雑貨,抗菌洗剤セット,1340,3,4020,現金
INV-19377,2025-08-24,千葉店,C-124,生鮮食品,季節のフルーツ盛,1210,1,1210,電子マネー
INV-14253,2025-08-24,さいたま店,C-204,飲料・酒類,高級赤ワイン,686,2,1372,クレジットカード
INV-10077,2025-08-24,横浜店,C-004,加工食品,特製ドレッシング,357,1,357,QR決済
INV-19681,2025-08-24,ECサイト,C-217,加工食品,レトルトカレー,604,4,2416,現金
INV-13310,2025-08-24,横浜店,C-014,家庭用品,電動歯ブラシ,3511,1,3511,現金
INV-12278,2025-08-24,千葉店,C-103,日用雑貨,抗菌洗剤セット,1344,3,4032,現金
INV-18583,2025-08-24,東京本店,C-247,日用雑貨,キッチンペーパー,412,1,412,現金
INV-10695,2025-08-24,千葉店,C-039,家庭用品,セラミックフライパン,4277,2,8554,QR決済
INV-16351,2025-08-24,東京本店,C-078,家庭用品,LED電球,4872,1,4872,電子マネー
INV-19435,2025-08-24,千葉店,C-220,日用雑貨,抗菌洗剤セット,714,1,714,クレジットカード
INV-12047,2025-08-24,千葉店,C-012,飲料・酒類,ミネラルウォーター,2507,1,2507,QR決済
INV-12015,2025-08-25,横浜店,C-207,加工食品,パスタソース,571,1,571,電子マネー
INV-14869,2025-08-25,東京本店,C-188,飲料・酒類,クラフトビール6缶パック,1006,1,1006,クレジットカード
INV-13657,2025-08-25,千葉店,C-004,家庭用品,電動歯ブラシ,2287,1,2287,電子マネー
INV-12431,2025-08-25,ECサイト,C-099,飲料・酒類,高級赤ワイン,794,3,2382,電子マネー
INV-19563,2025-08-25,横浜店,C-018,加工食品,パスタソース,761,2,1522,クレジットカード
INV-17249,2025-08-25,ECサイト,C-187,家庭用品,電動歯ブラシ,5613,1,5613,電子マネー
INV-16109,2025-08-25,ECサイト,C-119,飲料・酒類,高級赤ワイン,4823,1,4823,電子マネー
INV-10716,2025-08-25,東京本店,C-024,飲料・酒類,ミネラルウォーター,2016,2,4032,電子マネー
INV-16279,2025-08-25,横浜店,C-286,飲料・酒類,高級赤ワイン,4773,1,4773,QR決済
INV-16353,2025-08-25,千葉店,C-270,生鮮食品,朝採れ野菜セット,1384,1,1384,現金
INV-16839,2025-08-25,さいたま店,C-191,家庭用品,LED電球,4929,2,9858,クレジットカード
INV-18867,2025-08-25,さいたま店,C-229,日用雑貨,高機能マスク,732,1,732,クレジットカード
INV-19409,2025-08-25,千葉店,C-090,飲料・酒類,ミネラルウォーター,3878,3,11634,QR決済
INV-13634,2025-08-25,千葉店,C-101,加工食品,パスタソース,595,1,595,電子マネー
INV-11080,2025-08-25,東京本店,C-121,家庭用品,電動歯ブラシ,5710,1,5710,クレジットカード
INV-11051,2025-08-25,千葉店,C-227,飲料・酒類,高級赤ワイン,2725,1,2725,QR決済
INV-15456,2025-08-25,千葉店,C-094,飲料・酒類,高級赤ワイン,1672,1,1672,電子マネー
INV-13128,2025-08-25,さいたま店,C-130,加工食品,特製ドレッシング,383,2,766,クレジットカード
INV-10345,2025-08-26,東京本店,C-082,生鮮食品,国産牛サーロイン,1449,1,1449,現金
INV-17592,2025-08-26,ECサイト,C-154,生鮮食品,朝採れ野菜セット,2678,1,2678,QR決済
INV-11538,2025-08-26,ECサイト,C-174,生鮮食品,季節のフルーツ盛,1776,1,1776,クレジットカード
INV-14875,2025-08-26,千葉店,C-264,日用雑貨,抗菌洗剤セット,1091,2,2182,電子マネー
INV-14569,2025-08-26,さいたま店,C-171,家庭用品,セラミックフライパン,2736,3,8208,現金
INV-17609,2025-08-26,東京本店,C-057,家庭用品,LED電球,6900,1,6900,現金
INV-12107,2025-08-26,ECサイト,C-170,生鮮食品,国産牛サーロイン,2220,4,8880,クレジットカード
INV-13034,2025-08-26,千葉店,C-142,日用雑貨,抗菌洗剤セット,569,1,569,クレジットカード
INV-13851,2025-08-26,横浜店,C-118,加工食品,パスタソース,773,3,2319,電子マネー
INV-17746,2025-08-26,千葉店,C-130,家庭用品,セラミックフライパン,5281,2,10562,現金
INV-15745,2025-08-26,東京本店,C-071,日用雑貨,抗菌洗剤セット,1122,2,2244,現金
INV-11408,2025-08-26,ECサイト,C-251,家庭用品,電動歯ブラシ,4623,1,4623,現金
INV-14996,2025-08-26,さいたま店,C-135,飲料・酒類,クラフトビール6缶パック,3638,1,3638,電子マネー
INV-10905,2025-08-26,東京本店,C-167,生鮮食品,朝採れ野菜セット,2940,1,2940,クレジットカード
INV-10885,2025-08-26,千葉店,C-124,生鮮食品,国産牛サーロイン,2300,5,11500,電子マネー
INV-12766,2025-08-26,ECサイト,C-075,加工食品,特製ドレッシング,448,1,448,現金
INV-11323,2025-08-26,ECサイト,C-263,家庭用品,電動歯ブラシ,7545,1,7545,現金
INV-19742,2025-08-26,東京本店,C-130,生鮮食品,季節のフルーツ盛,2343,5,11715,QR決済
